"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
"2975444900805282","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2471882596645749","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2473168388255226","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2974904111231857","Budweiser百威啤酒经典醇正355ml*12瓶 铝罐装整箱婚宴礼节喜酒","198.00","1","","","","","买家已付款，等待卖家发货",""
"2974337899789884","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974351495401986","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974900910533288","Budweiser/百威新装2017新年金鸡瓶355ml*6瓶","199.00","5","","","","","卖家已发货，等待买家确认",""
"2472038366683638","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975413303797090","【新年价】Budweiser/百威啤酒8度小麦纯生330ml*12听罐装朋友聚会","89.00","1","","","","","卖家已发货，等待买家确认",""
"2975413303797090","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974875316494663","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2975375802080316","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974867314873951","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","交易成功",""
"2972610280230577","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2974328693301167","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975949238150915","【新年价】Budweiser/百威啤酒8度小麦纯生330ml*12听罐装朋友聚会","89.00","3","","","","","卖家已发货，等待买家确认",""
"2974315298643763","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2472877779443625","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2972596483175479","【新年价】Budweiser/百威啤酒小麦醇正9.7度经典小瓶330ml *12瓶装婚礼","158.00","1","","","","","卖家已发货，等待买家确认",""
"2975946635232514","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2472882773565230","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2472886370967938","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975843214018600","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2975843214018600","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975387701163877","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2977275025043600","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","一定要鸡年定制版","交易成功",""
"2974297695544653","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2473141787686841","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2473141787686841","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2974841712849464","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975367903156067","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975354003235022","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2974826717208159","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易关闭",""
"2975350709040881","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","卖家已发货，等待买家确认",""
"2975932631734024","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2975363702492397","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易关闭",""
"2974835911851071","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2972564481034461","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975342607886220","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975349204054108","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2472003965934833","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","5","","","","","交易关闭",""
"2975820216654709","【新年价】百威啤酒经典醇正355ml*6瓶 铝罐装整箱婚宴礼节喜酒","99.00","1","TC-1844957027","","","","卖家已发货，等待买家确认","TC-1844957027"
"2975820216654709","Budweiser/百威新装2017新年金鸡瓶355ml*6瓶","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975918838049318","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2974802519898458","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2977263022158317","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2972548282079577","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974272895473176","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2974265698834567","Budweiser/百威新装2017新年金鸡瓶355ml*6瓶","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974265698834567","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975822414075111","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","发邮政快递，其他快递不到","卖家已发货，等待买家确认",""
"2974269293350480","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2975319909541464","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975819012403110","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975819012162820","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2972522287370573","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","2","","","","","卖家已发货，等待买家确认",""
"2977255424099818","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2974801514220557","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2472846374240033","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975337501154066","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","交易成功",""
"2972532480804481","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","卖家已发货，等待买家确认",""
"2472847772011948","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975327807408616","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974786719599781","Budweiser/百威新装2017新年金鸡瓶355ml*6瓶","199.00","1","","","","","卖家已发货，等待买家确认",""
"2471992765450341","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2974256693144762","【新年价】百威啤酒经典醇正355ml*6瓶 铝罐装整箱婚宴礼节喜酒","99.00","1","TC-1844957027","","","","卖家已发货，等待买家确认","TC-1844957027"
"2472834579771948","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","卖家已发货，等待买家确认",""
"2977250220389805","Budweiser百威啤酒经典醇正355ml*12瓶 铝罐装整箱婚宴礼节喜酒","198.00","1","","","","","买家已付款，等待卖家发货",""
"2473119184307129","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","2","","","","","交易关闭",""
"2974242897976178","【新年价】Budweiser/百威啤酒小麦醇正9.7度经典小瓶330ml *12瓶装婚礼","158.00","2","","","","","交易关闭",""
"2974786713734097","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2471827193801948","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","8","","","","","卖家已发货，等待买家确认",""
"2974786711103953","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2473113782615440","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975316603597610","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2975801215114920","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","2","","","","","卖家已发货，等待买家确认",""
"2975902230531719","【新年价】百威啤酒经典醇正355ml*6瓶 铝罐装整箱婚宴礼节喜酒","99.00","4","TC-1844957027","","","","交易关闭","TC-1844957027"
"2974228495766660","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2972482086746483","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975311603970813","【新年价】百威啤酒经典醇正355ml*6瓶 铝罐装整箱婚宴礼节喜酒","99.00","1","TC-1844957027","","","","卖家已发货，等待买家确认","TC-1844957027"
"2975311603970813","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974762114281484","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2975275707784972","【新年价】Budweiser/百威美式拉格啤酒600ml*12瓶装 商务宴请婚宴礼","320.00","1","","","","","卖家已发货，等待买家确认",""
"2975275707784972","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2972483683643763","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2974220094318977","【新年价】Budweiser/百威啤酒8度小麦纯生330ml*12听罐装朋友聚会","89.00","2","","","","","卖家已发货，等待买家确认",""
"2974751914789877","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2472818178507540","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2471966964328328","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","交易成功",""
"2975278500880970","【新年价】Budweiser百威啤酒经典醇正355ml*12瓶 铝罐装婚宴礼节喜酒","198.00","1","","","","","卖家已发货，等待买家确认",""
"2975278500880970","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974199897569657","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","1","","","","","卖家已发货，等待买家确认",""
"2975268704766070","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","2","","","","","卖家已发货，等待买家确认",""
"2974738116090263","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2473091983479741","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974186898355871","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2974186898355871","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2473087985669244","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2473087985355143","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2977219822746301","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974195690339386","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975255100347594","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974714916775680","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2975286007016923","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","交易关闭",""
"2977216622420906","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","2","","","","","卖家已发货，等待买家确认",""
"2975231708800088","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2972428689362099","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","1","","","","","卖家已发货，等待买家确认",""
"2974169696705774","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2975243701354050","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","交易成功",""
"2473074386310143","【新年价】百威啤酒经典醇正355ml*6瓶 铝罐装整箱婚宴礼节喜酒","99.00","1","TC-1844957027","","","","交易成功","TC-1844957027"
"2473078183095049","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2473071187808344","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2974168095163588","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2974176891337385","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2473073384666534","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","交易成功",""
"2974167494087076","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2471786597855347","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2974702314379053","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易关闭",""
"2972425481179564","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2471943162440039","【新年价】Budweiser/百威啤酒8度小麦纯生330ml*12听罐装朋友聚会","89.00","2","","","","","卖家已发货，等待买家确认",""
"2977197624816801","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2974139499309053","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易关闭",""
"2974700510650652","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2974691713147076","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2975214903589564","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","交易关闭",""
"2471774199700039","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2972399889496163","【新年价】百威啤酒经典醇正355ml*6瓶 铝罐装整箱婚宴礼节喜酒","99.00","1","TC-1844957027","","","","卖家已发货，等待买家确认","TC-1844957027"
"2972399889496163","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2473055989671241","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2974672319630952","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2977193225304414","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2471938562205841","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2974145890762451","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2471773795679834","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2974136092215392","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2974135892392176","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2977184027949112","【新年价】Budweiser/百威美式拉格啤酒600ml*12瓶装 商务宴请婚宴礼","320.00","1","","","","","卖家已发货，等待买家确认",""
"2977184027949112","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974129893538253","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2974137490114261","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974661918067465","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","卖家已发货，等待买家确认",""
"2975846632777009","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2975754610676608","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975265000402514","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","1","","","","","卖家已发货，等待买家确认",""
"2975175909847766","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2975258605929112","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2972381886257766","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","卖家已发货，等待买家确认",""
"2977187020145207","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2974661114034455","【新年价】Budweiser百威啤酒经典醇正355ml*12瓶 铝罐装婚宴礼节喜酒","198.00","2","","","","","交易关闭",""
"2975184303727261","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","办年货喽","卖家已发货，等待买家确认",""
"2472772374395925","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","交易成功",""
"2975172507559950","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2975252006766704","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","2","","","","","卖家已发货，等待买家确认",""
"2974114294544959","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2471765993173441","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2974644317157372","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2975171504365353","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易关闭",""
"2974112091650084","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","交易成功",""
"2972369880755680","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2977164829055624","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2975241209301213","Budweiser/百威新装2017新年金鸡瓶355ml*6瓶","199.00","1","","","","","卖家已发货，等待买家确认",""
"2471754795741940","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","卖家已发货，等待买家确认",""
"2974102291026773","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974625117520086","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","","买家已付款，等待卖家发货",""
"2471749998538937","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","卖家已发货，等待买家确认",""
"2972347087084867","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","2","","","","","卖家已发货，等待买家确认",""
"2977161627580502","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","1","","","","","卖家已发货，等待买家确认",""
"2974612318841378","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","3","","","","","交易成功",""
"2473034781237925","【新年价】Budweiser/百威啤酒2017 鸡年定制款 谢谢你 新装 500mlx18听","199.00","1","","","","","卖家已发货，等待买家确认",""
"2974091090392797","【新年价】Budweiser/百威新装2017新年金鸡瓶礼盒装355ml*6瓶+1录音瓶 新春","199.00","1","","","","收藏的，可以不要包装什，必须包好。","买家已付款，等待卖家发货",""
"2977152228889119","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2975731610023704","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2972336285698989","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","2","","","","","卖家已发货，等待买家确认",""
"2972323488800958","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2974606513576871","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2977140428214008","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2974043698130688","【新年价】Budweiser/百威啤酒8度小麦纯生330ml*12听罐装朋友聚会","89.00","2","","","","","卖家已发货，等待买家确认",""
"2975711411074801","【新年价】Budweiser/百威啤酒精酿大师金标798ml*1瓶 礼盒装商务婚宴礼节","319.00","1","","","","","交易关闭",""
"2472725579231846","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2472725577659437","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2472727574029437","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2975212005729709","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2975100503429791","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2974564912770295","【新年价】Budweiser百威啤酒经典醇正355ml*12瓶 铝罐装婚宴礼节喜酒","198.00","2","","","","","卖家已发货，等待买家确认",""
"2471881360957026","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2471715992914142","【新年价】Budweiser百威经典醇正啤酒330ml*24听 罐装黄啤小麦熟啤酒","258.00","1","","","","","卖家已发货，等待买家确认",""
"2974012297509762","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易成功",""
"2472718777124142","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","卖家已发货，等待买家确认",""
"2975696611604103","【新年价】百威啤酒经典醇正355ml*6瓶 铝罐装整箱婚宴礼节喜酒","99.00","1","TC-1844957027","","","","交易关闭","TC-1844957027"
"2974556711753763","年货节1元抢购 百威纯生330ml*3听","1.00","1","","","","","交易关闭",""
